name,address,city,zip,capacity,license_type,status,state,license_number
ISD 911-Adventure Center Child Care Preschool-Isanti,301 HERITAGE BLVD NW,Isanti,55040-7712,0,Certified Child Care Center,Active,MN,1092555
ISD 93 - Bulldog Kids Care,530 STINE DR,Carlton,55718-9721,0,Certified Child Care Center,Active,MN,1089376
ISD 911 Adventure Center Child Care School Age-Cambridge,310 ELM ST N,Cambridge,55008-1079,0,Certified Child Care Center,Active,MN,1092558
J.W. Smith Preschool,1712 America Ave NW,Bemidji,56601,0,Certified Child Care Center,Active,MN,1114514
ISD 911- Adventure Center Child Care-Preschool-Cambridge,428 2ND AVE NW,Cambridge,55008-1078,0,Certified Child Care Center,Active,MN,1092557
Jaguar Kid Connection - BBE Preschool,245 SCHOOL AVE,Brooten,56316-0000,0,Certified Child Care Center,Active,MN,1104003
Jefferson Kids World,922 HOME PL,Faribault,55021-6633,0,Certified Child Care Center,Active,MN,1096026
Jefferson Elementary School,1201 10TH AVE NE,Rochester,55906-7061,0,Certified Child Care Center,Active,MN,1092791
Jack & Jill Preschool,1500 BIRCHMONT DR NE,Bemidji,56601-2600,0,Certified Child Care Center,Active,MN,1109579
Junior Cardinal Care,201 MCPHAIL DR,Redwood Falls,56283-1879,0,Certified Child Care Center,Active,MN,1095424
Junior Jacks,848 CHESTNUT ST,Dawson,56232-2224,0,Certified Child Care Center,Active,MN,1106065
Junior Wolverines,625 HARVEY DR P.O. BOX 356,Gaylord,55334-4505,0,Certified Child Care Center,Active,MN,1090878
Justice Alan Page Elementary School,2410 HOLLOWAY AVE E,Maplewood,55109-4006,0,Certified Child Care Center,Active,MN,1113604
Junior Thunder Hawk Care,2000 BLACK OAK AVE,Montevideo,56265-0000,0,Certified Child Care Center,Active,MN,1089106
Kasson-Mantorville Project Kids,606 16TH ST NE,Kasson,55944-1618,0,Certified Child Care Center,Active,MN,1089346
JWP School Age Care Program,110 E 3RD ST,Janesville,56048-3017,0,Certified Child Care Center,Active,MN,1089581
Key Kids-Jefferson,1268 W 5TH ST,Winona,55987-2313,0,Certified Child Care Center,Active,MN,1096613
Key Kids-Goodview,5100 W 9TH ST,Winona,55987-1266,0,Certified Child Care Center,Active,MN,1096614
Key Kids-Middle School,1570 HOMER RD,Winona,55987-4846,0,Certified Child Care Center,Active,MN,1096615
John Glenn Middle School,1560 COUNTY ROAD B E,Maplewood,55109-3609,0,Certified Child Care Center,Active,MN,1114867
KEYZone - Congdon Park,3116 E SUPERIOR ST,Duluth,55812-2326,0,Certified Child Care Center,Active,MN,1114520
Key Kids-WK,365 MANKATO AVE,Winona,55987-4534,0,Certified Child Care Center,Active,MN,1089141
KEYZone - Homecroft,4784 HOWARD GNESEN RD,Duluth,55803-1226,0,Certified Child Care Center,Active,MN,1114517
KEYZone - Lakewood,5207 N TISCHER RD,Duluth,55804-3010,0,Certified Child Care Center,Active,MN,1114518
KEYZone - Laura MacArthur,720 N CENTRAL AVE,Duluth,55807-1305,0,Certified Child Care Center,Active,MN,1114521
KEYZone - Piedmont,2827 CHAMBERSBURG AVE,Duluth,55811-3004,0,Certified Child Care Center,Active,MN,1114515
KEYZone - Lester Park,5300 GLENWOOD ST,Duluth,55804-1628,0,Certified Child Care Center,Active,MN,1114523
KEYZone - Lowell,2000 RICE LAKE RD,Duluth,55811-4822,0,Certified Child Care Center,Active,MN,1114522
KEYZone - Myers-Wilkins,1027 N 8TH AVE E,Duluth,55805-1427,0,Certified Child Care Center,Active,MN,1114519
Kid Kare,510 CEDAR AVE NW,Warroad,56763-2708,0,Certified Child Care Center,Active,MN,1108931
KEYZone - Stowe,715 101ST AVE W,Duluth,55808-1914,0,Certified Child Care Center,Active,MN,1114516
Kid Connection,903 STATE RD,Sauk Centre,56378-1672,0,Certified Child Care Center,Active,MN,1100109
KIDS & CO,421 7TH ST,Two Harbors,55616-1468,0,Certified Child Care Center,Active,MN,1089184
KIDS & COMPANY - ALICE SMITH,801 MINNETONKA MILLS RD,Hopkins,55343-7266,0,Certified Child Care Center,Active,MN,1092542
Kids & Company - Eisenhower,1001 HIGHWAY 7,Hopkins,55305-4737,0,Certified Child Care Center,Active,MN,1089331
KIDS & COMPANY - GATEWOOD,14900 GATEWOOD DR,Minnetonka,55345-6731,0,Certified Child Care Center,Active,MN,1092541
KIDS & COMPANY - TANGLEN,10901 HILLSIDE LN W,Minnetonka,55305-2577,0,Certified Child Care Center,Active,MN,1092540
KIDS & COMPANY - MEADOWBROOK,5430 GLENWOOD AVE,Minneapolis,55422-5120,0,Certified Child Care Center,Active,MN,1092536
Kid Konnection ISD 186,6539 COUNTY ROAD 11,Breezy Point,56472-3108,0,Certified Child Care Center,Active,MN,1089160
Kids & Company at JW Smith,1712 America Ave NW,Bemidji,56601,0,Certified Child Care Center,Active,MN,1090829
Kids & Company - Glen Lake,4801 WOODRIDGE RD,Minnetonka,55345-3944,0,Certified Child Care Center,Active,MN,1092538
Kids and Company at Horace May Elementary,4415 WASHINGTON AVE SE,Bemidji,56601-9760,0,Certified Child Care Center,Active,MN,1106215
Kids and Company at Northern Elementary,8711 Irvine Ave NW,Bemidji,56601,0,Certified Child Care Center,Active,MN,1106198
Kids and Company at Solway Elementary,159 LOMEN AVE SE,Solway,56678-4615,0,Certified Child Care Center,Active,MN,1106214
Kids & Company - West,10700 CEDAR LAKE RD,Minnetonka,55305-3361,0,Certified Child Care Center,Active,MN,1090821
Kids and Company at Lincoln Elementary,1617 5TH ST NE,Bemidji,56601-4627,0,Certified Child Care Center,Active,MN,1106216
Kids Connection - Clearview,7310 STATE HIGHWAY 24,Clear Lake,55319-9674,0,Certified Child Care Center,Active,MN,1110810
Kids Connection-Madison,2805 9TH ST N,Saint Cloud,56303-2301,0,Certified Child Care Center,Active,MN,1089335
Kids Connection-Oak Hill,2600 COUNTY ROAD 136,Saint Cloud,56301-2204,0,Certified Child Care Center,Active,MN,1089671
Kids Depot - Lester Prairie School,131 HICKORY ST N,Lester Prairie,55354-7743,0,Certified Child Care Center,Active,MN,1096664
Kids Corner ISD 94,707 HIGHWAY 33 S STE 20,Cloquet,55720-2696,0,Certified Child Care Center,Active,MN,1114759
